######################
### Initial Values ###
######################
 
Initial temp = 10.0
Initial RMSE =      0.8725521
 
Lets see how it goes!
 
--------------------------------------------------------------------------------------------------------------
     RMSE         delRMSE        BestRMSE     MP_Exponent    MP_Value   MCSA_Temp   decision  
  0.5762018      1.0965871      0.5762018     -64.2542586   1.2437e-28  0.01707       RM     
  0.5762018      0.3054821      0.5762018     -18.0848980   1.3990e-08  0.01689       RM     
  0.5762018      1.2883441      0.5762018     -77.0608249   3.4112e-34  0.01672       RM     
  0.5762018      0.9646844      0.5762018     -58.2986564   4.7997e-26  0.01655       RM     
  0.5762018      1.7666122      0.5762018     -107.8663595  1.4264e-47  0.01638       RM     
  0.5762018      0.2030893      0.5762018     -12.5286218   3.6215e-06  0.01621       RM     
  0.5762018      0.3327799      0.5762018     -20.7417262   9.8171e-10  0.01604       RM     
  0.5762018      0.2206130      0.5762018     -13.8928202   9.2560e-07  0.01588       RM     
  0.5762018      0.4423257      0.5762018     -28.1431659   5.9921e-13  0.01572       RM     
  0.5762018      1.2304736      0.5762018     -79.0996528   4.4408e-35  0.01556       RM     
  0.5762018      0.2414918      0.5762018     -15.6846964   1.5425e-07  0.01540       RM     
  0.5762018      1.4581101      0.5762018     -95.6831786   2.7882e-42  0.01524       RM     
  0.5762018      0.7530136      0.5762018     -49.9251791   2.0786e-22  0.01508       RM     
  0.5762018      1.2576098      0.5762018     -84.2430745   2.5924e-37  0.01493       RM     
  0.5762018      0.0438241      0.5762018      -2.9660098   5.1508e-02  0.01478       RM     
  0.5762018      0.9523064      0.5762018     -65.1190412   5.2379e-29  0.01462       RM     
  0.5762018      1.5991038      0.5762018     -110.4789249  1.0462e-48  0.01447       RM     
  0.5762018      1.4884092      0.5762018     -103.8954775  7.5643e-46  0.01433       RM     
  0.5762018      0.7620263      0.5762018     -53.7422387   4.5713e-24  0.01418       RM     
  0.5762018      0.3452545      0.5762018     -24.6012194   2.0693e-11  0.01403       RM     
  0.5762018      0.5922539      0.5762018     -42.6379870   3.0378e-19  0.01389       RM     
  0.5762018      1.0904115      0.5762018     -79.3141555   3.5834e-35  0.01375       RM     
  0.5762018      0.8740156      0.5762018     -64.2319303   1.2718e-28  0.01361       RM     
  0.5762018      0.6369683      0.5762018     -47.2956383   2.8825e-21  0.01347       RM     
  0.5762018      0.0955843      0.5762018      -7.1706984   7.6879e-04  0.01333       RM     
  0.5762018      0.3686014      0.5762018     -27.9385120   7.3529e-13  0.01319       RM     
  0.5762018      0.6317565      0.5762018     -48.3801857   9.7443e-22  0.01306       RM     
  0.5762018      0.9260010      0.5762018     -71.6474558   7.6543e-32  0.01292       RM     
  0.5762018      0.5058676      0.5762018     -39.5455517   6.6924e-18  0.01279       RM     
  0.5762018      0.8840313      0.5762018     -69.8232275   4.7441e-31  0.01266       RM     
  0.5762018      1.3621436      0.5762018     -108.6992886  6.2015e-48  0.01253       RM     
  0.5762018      1.7298526      0.5762018     -139.4711536  2.6819e-61  0.01240       RM     
  0.5762018      0.7683083      0.5762018     -62.5867409   6.5906e-28  0.01228       RM     
  0.5762018      0.4160554      0.5762018     -34.2428123   1.3444e-15  0.01215       RM     
  0.5762018      0.3217805      0.5762018     -26.7577428   2.3947e-12  0.01203       RM     
  0.5762018      0.7108284      0.5762018     -59.7208650   1.1576e-26  0.01190       RM     
  0.5762018      0.1334513      0.5762018     -11.3280581   1.2031e-05  0.01178       RM     
  0.5762018      0.3977729      0.5762018     -34.1145346   1.5284e-15  0.01166       RM     
  0.5762018      1.5612855      0.5762018     -135.2876401  1.7592e-59  0.01154       RM     
  0.5762018      0.5363872      0.5762018     -46.9597403   4.0331e-21  0.01142       RM     
  0.5762018      0.7198059      0.5762018     -63.6699066   2.2311e-28  0.01131       RM     
  0.5762018      0.3035554      0.5762018     -27.1286561   1.6526e-12  0.01119       RM     
  0.5762018      0.4278432      0.5762018     -38.6319293   1.6687e-17  0.01107       RM     
  0.5762018      0.9666448      0.5762018     -88.1861137   5.0264e-39  0.01096       RM     
  0.5762018      0.2623480      0.5762018     -24.1814608   3.1487e-11  0.01085       RM     
  0.5762018      0.1903613      0.5762018     -17.7278052   1.9995e-08  0.01074       RM     
  0.5762018      0.6492920      0.5762018     -61.0924971   2.9367e-27  0.01063       RM     
  0.5762018      0.2214401      0.5762018     -21.0511354   7.2046e-10  0.01052       RM     
  0.5762018      1.1142148      0.5762018     -107.0187097  3.3294e-47  0.01041       RM     
  0.5762018      0.5491070      0.5762018     -53.2867529   7.2087e-24  0.01030       RM     
  0.5762018      0.2060606      0.5762018     -20.2035986   1.6815e-09  0.01020       RM     
  0.5762018      1.7548522      0.5762018     -173.8384550  3.1836e-76  0.01009       RM     
  0.5762018      1.5966283      0.5762018     -159.8014188  3.9731e-70  0.00999       RM     
  0.5762018      0.5699856      0.5762018     -57.6384368   9.2885e-26  0.00989       RM     
  0.5762018      0.5867155      0.5762018     -59.9442300   9.2587e-27  0.00979       RM     
  0.5762018      1.0050983      0.5762018     -103.7528069  8.7243e-46  0.00969       RM     
  0.5762018      0.4053741      0.5762018     -42.2784256   4.3522e-19  0.00959       RM     
  0.5762018      0.5294755      0.5762018     -55.7930586   5.8801e-25  0.00949       RM     
  0.5762018      0.4249835      0.5762018     -45.2457585   2.2388e-20  0.00939       RM     
  0.5762018      0.5401812      0.5762018     -58.1054325   5.8228e-26  0.00930       RM     
  0.5762018      0.3054603      0.5762018     -33.1973634   3.8244e-15  0.00920       RM     
  0.5762018      0.6266772      0.5762018     -68.8120059   1.3041e-30  0.00911       RM     
  0.5762018      0.3408247      0.5762018     -37.8114122   3.7906e-17  0.00901       RM     
  0.5762018      0.6468413      0.5762018     -72.5038470   3.2507e-32  0.00892       RM     
  0.5762018      0.0993847      0.5762018     -11.2552324   1.2939e-05  0.00883       RM     
  0.5762018      0.5964939      0.5762018     -68.2515174   2.2842e-30  0.00874       RM     
  0.5762018      0.3352171      0.5762018     -38.7528812   1.4786e-17  0.00865       RM     
  0.5762018      0.2159755      0.5762018     -25.2263105   1.1075e-11  0.00856       RM     
  0.5762018      1.6521005      0.5762018     -194.9652854  2.1264e-85  0.00847       RM     
  0.5762018      0.9694199      0.5762018     -115.5857411  6.3351e-51  0.00839       RM     
  0.5762018      0.0905278      0.5762018     -10.9055026   1.8357e-05  0.00830       RM     
  0.5762018      0.4572123      0.5762018     -55.6484667   6.7948e-25  0.00822       RM     
  0.5762018      1.7784780      0.5762018     -218.7032904  1.0432e-95  0.00813       RM     
  0.5762018      0.6001464      0.5762018     -74.5650878   4.1380e-33  0.00805       RM     
  0.5762018      0.0979583      0.5762018     -12.2967755   4.5664e-06  0.00797       RM     
  0.5762018      0.2218139      0.5762018     -28.1326082   6.0557e-13  0.00788       RM     
  0.5762018      0.7435887      0.5762018     -95.2852350   4.1510e-42  0.00780       RM     
  0.5762018      0.3661012      0.5762018     -47.3985983   2.6005e-21  0.00772       RM     
  0.5762018      0.2256499      0.5762018     -29.5169165   1.5169e-13  0.00764       RM     
  0.5762018      0.2364705      0.5762018     -31.2524612   2.6744e-14  0.00757       RM     
  0.5762018      0.7026587      0.5762018     -93.8260113   1.7860e-41  0.00749       RM     
  0.5762018      0.3420008      0.5762018     -46.1399897   9.1550e-21  0.00741       RM     
  0.5762018      0.5172242      0.5762018     -70.5018798   2.4067e-31  0.00734       RM     
  0.5762018      1.4891714      0.5762018     -205.0869363  8.5482e-90  0.00726       RM     
  0.5762018      0.3950243      0.5762018     -54.9653075   1.3455e-24  0.00719       RM     
  0.5762018      0.2587420      0.5762018     -36.3750144   1.5942e-16  0.00711       RM     
  0.5762018      1.8742551      0.5762018     -266.2174463  2.4168e-116  0.00704       RM     
 
######################
#### Final Result ####
######################
 
No of accepted moves without Metropolis = 169
No of accepted moves with Metropolis = 176
No of rejected moves with Metropolis = 362
Final temp =    0.00697
Optimized RMSE =      0.5762018
Optimized RMSE obtained at temperature =    0.01971
 
Buy developer a Cafe Mocha!
